Open,High,Low,Close,Contact,Open.Int,Rtn..1.Day,Rtn..1.Day.1,Rtn..2.Day,Date,sma20,ema14,dn,mavg,up,pctB,rsi14,macd,signal
1874.8,1882,1864.5,1879.85,86622,21256000,0.0031,0.0034,0.008,2004/11/16,1822.37,1845.865492,1744.394456,1822.37,1900.345544,0.868577103,70.41582514,1.56064474,0.673087632
1882.1,1891,1881,1886.2,68972,21194400,0.0034,0.0046,-0.0079,2004/11/17,1827.4225,1851.243426,1746.701608,1827.4225,1908.143392,0.864078606,71.59640605,1.875677865,0.853347726
1890,1898,1876.15,1894.9,88064,21095600,0.0046,-0.0125,-0.0102,2004/11/18,1831.685,1857.064303,1746.299655,1831.685,1917.070345,0.870174766,73.17580968,2.162191996,1.070848182
1891.1,1896.5,1868,1871.3,109264,19425600,-0.0125,0.0023,0.0111,2004/11/19,1835.75,1858.962396,1750.950814,1835.75,1920.549186,0.70961286,62.95009525,2.288370209,1.308127919
1864,1881,1853,1875.65,108748,17250000,0.0023,0.0088,0.0163,2004/11/22,1840.375,1861.18741,1757.487187,1840.375,1923.262813,0.712787615,63.95007774,2.25981752,1.533083474
1881.7,1901.7,1881.1,1892.15,112256,13735600,0.0088,0.0074,0.005,2004/11/23,1847.0775,1865.315755,1770.442061,1847.0775,1923.712939,0.794070868,67.52995071,2.310426478,1.744054224
1893.05,1908.95,1892.3,1906.15,84906,12088400,0.0074,-0.0024,0.0185,2004/11/24,1853.24,1870.760321,1778.438619,1853.24,1928.041381,0.853669941,70.23113568,2.288390591,1.908663455
1907.1,1915.75,1896.2,1901.65,77010,8554800,-0.0024,0.0209,0.0281,2004/11/25,1859.0975,1874.878945,1788.516529,1859.0975,1929.678471,0.801444563,68.26532935,2.218718842,2.033257023
1900,1944.9,1899,1941.4,93916,19096800,0.0209,0.007,0.0109,2004/11/29,1866.14,1883.748419,1792.299194,1866.14,1939.980806,1.009609823,74.93844139,2.314112976,2.142039024
1947.1,1961,1946.1,1955,110678,19652000,0.007,0.0038,0.0204,2004/11/30,1874.6275,1893.24863,1800.905756,1874.6275,1948.349244,1.045107156,76.74054754,2.309094431,2.225200101
1959.7,1969.2,1941.25,1962.5,144836,20263600,0.0038,0.0165,0.0178,2004/12/01,1883.01,1902.482146,1809.353666,1883.01,1956.666334,1.03960057,77.69316236,2.319898028,2.274557897
1971.05,1998,1969,1994.85,122008,22666800,0.0165,0.0013,-0.0008,2004/12/02,1892.12,1914.79786,1810.849966,1892.12,1973.390034,1.132028776,81.25863268,2.360000357,2.296536603
1999,2008.5,1989.05,1997.35,114306,22589200,0.0013,-0.0021,-0.0022,2004/12/03,1900.0125,1925.804812,1810.477312,1900.0125,1989.547688,1.043571205,81.50466459,2.431844012,2.312478137
2001.05,2008.5,1989.1,1993.2,108684,23276000,-0.0021,-0.0001,-0.0067,2004/12/06,1907.8375,1934.790837,1814.527721,1907.8375,2001.147279,0.957414543,79.63574345,2.468677494,2.335684801
1990,2005.5,1983,1993.05,140862,23674800,-0.0001,-0.0067,0.001,2004/12/07,1914.65,1942.558725,1817.426839,1914.65,2011.873161,0.903196107,79.56472733,2.499978836,2.356746174
1985,2004.6,1976.25,1979.75,127432,23315600,-0.0067,0.0077,-0.0063,2004/12/08,1920.535,1947.517562,1822.514287,1920.535,2018.555713,0.802053507,73.321286,2.57204967,2.388263849
1981.15,1998.9,1974,1994.95,114598,22679200,0.0077,-0.0139,-0.0061,2004/12/09,1927.3775,1953.841887,1828.642129,1927.3775,2026.112871,0.842189933,75.67094741,2.679352768,2.439445397
1996.5,1999.7,1964.1,1967.2,146766,24677600,-0.0139,0.0079,0.0187,2004/12/10,1931.8275,1955.622969,1834.344453,1931.8275,2029.310547,0.681428982,64.50188139,2.687224094,2.480902188
1963.5,1985,1961.15,1982.75,99444,23510000,0.0079,0.0107,0.0214,2004/12/13,1937.195,1959.239906,1840.916696,1937.195,2033.473304,0.736579779,67.40515948,2.725025704,2.527116774
1985,2007.65,1985,2004.05,106666,23924000,0.0107,0.0106,0.0128,2004/12/14,1943.695,1965.214585,1847.794156,1943.695,2039.595844,0.814673977,70.91427083,2.824781759,2.583214966
2009.85,2030.4,2009.15,2025.25,116214,22125200,0.0106,0.0022,-0.0079,2004/12/15,1950.965,1973.219307,1853.494147,1950.965,2048.435853,0.881062636,73.92339605,2.841631847,2.636729576
2027,2034.5,2010.1,2029.75,102284,21938800,0.0022,-0.0101,-0.0021,2004/12/16,1958.1425,1980.756733,1859.669076,1958.1425,2056.615924,0.863587946,74.52584659,2.820790518,2.679945854
2028,2033,2005,2009.3,133822,21325600,-0.0101,0.0081,0.0164,2004/12/17,1963.8625,1984.562502,1867.479738,1963.8625,2060.245262,0.735713829,66.95540061,2.713870461,2.707189517
2008,2027.85,2002.05,2025.5,100206,21487200,0.0081,0.0082,0.0014,2004/12/20,1971.5725,1990.020835,1881.58287,1971.5725,2061.56213,0.799631747,69.59068545,2.546479562,2.712356265
2028.05,2043.9,2020.55,2042.2,113836,19998400,0.0082,-0.0068,-0.0015,2004/12/21,1979.9,1996.978057,1896.36457,1979.9,2063.43543,0.87289567,72.06398996,2.401289703,2.693382935
2047,2049,2022,2028.35,137244,19754400,-0.0068,0.0053,0.015,2004/12/22,1986.71,2001.160983,1911.065228,1986.71,2062.354772,0.775233824,67.18362419,2.240913374,2.644667447
2029,2043.7,2029,2039.05,75544,19948000,0.0053,0.0097,0.0109,2004/12/23,1993.355,2006.212852,1924.10603,1993.355,2062.60397,0.829932703,68.93402591,2.117653723,2.58138185
2044.7,2062,2040.6,2058.75,93262,18836400,0.0097,0.0012,0.0091,2004/12/24,2001.21,2013.217805,1940.202168,2001.21,2062.217832,0.971578794,71.90527482,2.107846955,2.512806433
2051,2076.5,2041,2061.3,97556,17539600,0.0012,0.0079,0.0058,2004/12/27,2007.205,2019.628764,1947.330883,2007.205,2067.079117,0.951739438,72.27492039,2.05710388,2.427508891
2062.35,2079.7,2059,2077.55,79246,14298800,0.0079,-0.002,-0.0089,2004/12/28,2013.3325,2027.351596,1951.048182,2013.3325,2075.616818,1.01551901,74.57100446,2.112379559,2.346480859
2080.1,2084.4,2064.5,2073.3,91562,12686400,-0.002,-0.0068,0.0067,2004/12/29,2018.8725,2033.47805,1955.951903,2018.8725,2081.793097,0.932509408,72.87122987,2.101532711,2.266563325
2072.95,2081.9,2055.85,2059.1,92408,8298000,-0.0068,0.0136,0.0289,2004/12/30,2022.085,2036.89431,1957.851402,2022.085,2086.318598,0.78812803,67.34756486,2.003297939,2.187610823
2068,2089.5,2062.05,2087.2,106778,22673600,0.0136,0.0151,0.0104,2004/12/31,2026.5775,2043.601735,1957.506135,2026.5775,2095.648865,0.938839597,71.88861354,1.906802488,2.116535592
2092,2122,2091.7,2118.7,125228,23954800,0.0151,-0.0046,-0.0401,2005/01/03,2032.8525,2053.614837,1954.827821,2032.8525,2110.877179,1.05013043,75.92980247,1.852587283,2.055568657
2114.7,2120,2105.5,2108.85,108180,25264400,-0.0046,-0.0356,-0.0523,2005/01/04,2038.6425,2060.979525,1956.228725,2038.6425,2121.056275,0.925945178,72.42375119,1.93829174,2.021944031
2104,2104,1997,2033.75,348044,24902800,-0.0356,-0.0173,-0.0069,2005/01/05,2041.3425,2057.348922,1963.406678,2041.3425,2119.278322,0.45129005,52.51387864,1.819989744,1.988870255
2025,2038.5,1987,1998.5,290826,25946800,-0.0173,0.0107,-0.0108,2005/01/06,2041.52,2049.502399,1963.992525,2041.52,2119.047475,0.222549974,46.10684846,1.571165006,1.929238928
1996.15,2026.75,1990.15,2019.8,157732,25906400,0.0107,-0.0212,-0.0327,2005/01/07,2044.15,2045.542079,1973.634037,2044.15,2114.665963,0.327344058,50.07091932,1.488096929,1.866015933
2019,2024.8,1971.4,1976.95,145162,27226800,-0.0212,-0.0118,-0.0308,2005/01/10,2043.86,2036.396469,1972.296458,2043.86,2115.423542,0.03251336,43.18862676,1.272430087,1.772688214
1977,1988.7,1948.1,1953.7,201940,24979600,-0.0118,-0.0193,-0.0018,2005/01/11,2041.3425,2025.370273,1961.312585,2041.3425,2121.372415,-0.047560872,39.97775623,0.916769987,1.641047911
1960.35,1968.8,1903,1916.05,256430,25705600,-0.0193,0.0178,0.0054,2005/01/12,2035.8825,2010.794236,1939.066234,2035.8825,2132.698766,-0.118865535,35.38943576,0.46680754,1.470326756
1907.4,1960,1907.4,1950.25,197484,21934000,0.0178,-0.0123,-0.0079,2005/01/13,2031.9075,2002.721672,1928.132502,2031.9075,2135.682498,0.106564677,41.91131404,-0.000838999,1.258366591
1947,1954.9,1918,1926.35,214302,24858800,-0.0123,0.0044,0.0009,2005/01/14,2027.76,1992.538782,1914.504975,2027.76,2141.015025,0.052293594,38.95222582,-0.475968565,0.999638163
1933,1944.9,1898.65,1934.8,223054,22691200,0.0044,-0.0035,-0.0056,2005/01/17,2023.225,1984.840278,1902.926511,2023.225,2143.523489,0.132476681,40.55038192,-0.927178913,0.681252535
1939,1952.7,1920,1928,176554,22899200,-0.0035,-0.0021,-0.0013,2005/01/18,2017.515,1977.261574,1890.696783,2017.515,2144.333217,0.147073574,39.65080509,-1.481019986,0.314473676
1933,1947,1918.65,1923.95,170864,22224400,-0.0021,0.0008,-0.0072,2005/01/19,2012.295,1970.153364,1879.248884,2012.295,2145.341116,0.167991059,39.09452939,-2.135607235,-0.097389906
1918.9,1929,1895.25,1925.5,191186,20540000,0.0008,-0.008,0.0054,2005/01/20,2006.6175,1964.199582,1869.009937,2006.6175,2144.225063,0.205257842,39.44467748,-2.708458796,-0.563673876
1930.25,1932.4,1905,1910.05,121122,18166800,-0.008,0.0135,0.023,2005/01/24,1999.1825,1956.979638,1857.63314,1999.1825,2140.73186,0.185153998,37.15191963,-2.998874556,-1.03826328
1898.1,1939,1892.35,1935.85,156318,13599600,0.0135,0.0094,0.036,2005/01/25,1992.91,1954.162353,1851.80958,1992.91,2134.01042,0.297803579,43.09976593,-3.122632365,-1.487085764
1944,1961.95,1939.2,1954,112526,9628800,0.0094,0.0264,0.0529,2005/01/27,1986.7325,1954.140706,1850.252852,1986.7325,2123.212148,0.380082853,46.90648482,-3.263479296,-1.901562079
1962,2009,1961,2005.6,156208,22560400,0.0264,0.0258,0.0245,2005/01/28,1983.3475,1961.001945,1852.377002,1983.3475,2114.317998,0.584952338,55.93279089,-3.076035593,-2.243250589
2020,2059.9,2016.05,2057.3,162374,22981600,0.0258,-0.0012,-0.0025,2005/01/31,1983.2575,1973.841686,1852.493035,1983.2575,2114.021965,0.783113995,62.76346229,-2.69857773,-2.490207163
2060.1,2068,2042.5,2054.8,178180,23516400,-0.0012,-0.0012,0.0153,2005/02/01,1981.6375,1984.636128,1855.337441,1981.6375,2107.937559,0.789637632,62.2608914,-2.150450353,-2.626126212
2055.05,2069,1964.9,2052.25,142498,22992400,-0.0012,0.0166,0.0154,2005/02/02,1978.315,1993.651311,1863.652242,1978.315,2092.977758,0.822401978,61.718032,-1.713584194,-2.65196668
2059.95,2091.85,2053.5,2086.3,153708,23318800,0.0166,-0.0012,-0.0125,2005/02/03,1977.1875,2006.004469,1867.338796,1977.1875,2087.036204,0.996649007,65.98312113,-1.095192962,-2.536365094
2095.75,2100.1,2064.25,2083.9,205096,23736400,-0.0012,-0.0113,-0.0118,2005/02/04,1979.695,2016.39054,1862.736734,1979.695,2096.653266,0.945479417,65.4297861,-0.486895773,-2.289524758
2096,2097,2056,2060.3,175344,24240000,-0.0113,-0.0004,0.0094,2005/02/07,1982.785,2022.245135,1860.843411,1982.785,2104.726589,0.8178366,60.09317106,0.08854861,-1.94647774
2057.6,2068.9,2045.3,2059.4,171054,25040400,-0.0004,0.0098,0.0056,2005/02/08,1984.765,2027.199117,1859.249985,1984.765,2110.280015,0.797315025,59.89254914,0.651673674,-1.527110402
2067,2085,2062,2079.65,131118,25024400,0.0098,-0.0042,0.0068,2005/02/09,1989.9,2034.192568,1857.850903,1989.9,2121.949097,0.839835721,62.89421322,1.307890793,-1.019180392
2071.25,2079,2055.5,2071,142000,24432400,-0.0042,0.011,0.0151,2005/02/10,1995.765,2039.100225,1860.29277,1995.765,2131.23723,0.777676835,60.8009532,2.07134573,-0.447249134
2074.95,2096.7,2073.5,2093.7,142278,25486800,0.011,0.0041,0.0021,2005/02/11,2004.6475,2046.380195,1867.956292,2004.6475,2141.338708,0.825743334,64.17104027,2.758901902,0.159137492
2110,2119.8,2093.1,2102.3,113272,24651200,0.0041,-0.002,-0.014,2005/02/14,2012.25,2053.836169,1871.648866,2012.25,2152.851134,0.820232125,65.38522403,3.240796321,0.7581649
2099.4,2103.5,2085.1,2098.05,138126,26223600,-0.002,-0.012,-0.0149,2005/02/15,2020.835,2059.731347,1881.298495,2020.835,2160.371505,0.776683869,64.22686784,3.427783465,1.329427973
2099.9,2106.9,2063,2072.85,151488,26464000,-0.012,-0.0029,-0.0076,2005/02/16,2027.7375,2061.480501,1892.310155,2027.7375,2163.164845,0.666556096,57.69959769,3.38722492,1.827474405
2067,2069.9,2050.1,2066.85,166542,26623200,-0.0029,-0.0047,-0.011,2005/02/17,2034.68,2062.196434,1906.367037,2034.68,2162.992963,0.625357561,56.2342156,3.259436645,2.243733562
2067,2081,2051.05,2057.15,130726,26261600,-0.0047,-0.0063,0.0034,2005/02/18,2041.34,2061.523576,1923.29108,2041.34,2159.38892,0.566963764,53.85302917,3.075860617,2.575657119
2062,2064.2,2040,2044.15,139046,25361600,-0.0063,0.0098,0.0052,2005/02/21,2047.2725,2059.207099,1941.856337,2047.2725,2152.688663,0.485189653,50.75135146,2.65068092,2.797769035
2038.3,2067.8,2037.3,2064.1,150904,20953600,0.0098,-0.0045,-0.0041,2005/02/22,2054.975,2059.859486,1970.323458,2054.975,2139.626542,0.553897424,55.03168289,2.347217645,2.913249796
2055,2066,2051,2054.85,134966,13242800,-0.0045,0.0004,0.0007,2005/02/23,2060.925,2059.191554,1996.224741,2060.925,2125.625259,0.453052738,52.74276865,2.075649617,2.913728006
2061.1,2068.9,2053.5,2055.65,93866,7830000,0.0004,0.0003,0.0272,2005/02/24,2066.0075,2058.719347,2023.560235,2066.0075,2108.454765,0.377995672,52.92513251,1.827086976,2.810193014
2071.8,2080,2050.1,2056.2,140864,26316400,0.0003,0.027,0.0128,2005/02/25,2068.5375,2058.383434,2035.894111,2068.5375,2101.180889,0.311026058,53.05924769,1.485081762,2.615113619
2061.4,2115,2034.5,2111.65,328632,27224800,0.027,-0.0138,-0.0097,2005/02/28,2071.255,2065.485643,2034.072573,2071.255,2108.437427,1.043200148,64.14883997,1.292625542,2.377873849
2077,2109.9,2070.2,2082.6,216518,25792400,-0.0138,0.0041,0.023,2005/03/01,2072.645,2067.767557,2035.951773,2072.645,2109.338227,0.635651738,56.60412428,0.949400886,2.107004512
2084.95,2095,2080,2091.1,146474,26550000,0.0041,0.0189,0.0255,2005/03/02,2074.5875,2070.87855,2038.307673,2074.5875,2110.867327,0.727571369,58.15492465,0.562791055,1.807377225
2089.4,2134.4,2089.4,2130.6,185452,26583200,0.0189,0.0065,0.0097,2005/03/03,2076.8025,2078.84141,2033.252018,2076.8025,2120.352982,1.117645289,64.50324641,0.329619589,1.502239333
2134,2149.8,2126,2144.5,148200,27101200,0.0065,0.0032,0.0072,2005/03/04,2079.8325,2087.595888,2027.235577,2079.8325,2132.429423,1.114746041,66.43311613,0.263085685,1.236950973
2151.3,2162,2146,2151.3,107570,27132400,0.0032,0.004,0.0005,2005/03/07,2084.3825,2096.08977,2024.142619,2084.3825,2144.622381,1.055425233,67.36779949,0.331299404,1.012960057
2150,2164,2145.25,2159.95,115372,28919200,0.004,-0.0035,-0.0014,2005/03/08,2089.41,2104.604467,2021.993351,2089.41,2156.826649,1.023164535,68.5668388,0.552288465,0.843697707
2160.05,2171.35,2135,2152.35,219928,29633200,-0.0035,0.0022,-0.0022,2005/03/09,2093.045,2110.970538,2020.482,2093.045,2165.608,0.908644904,66.26306031,0.803463473,0.729961762
2146,2160.9,2135.5,2157,155304,31324400,0.0022,-0.0044,-0.0084,2005/03/10,2097.345,2117.1078,2020.453642,2097.345,2174.236358,0.887917457,66.99377278,0.979407933,0.673775781
2161.2,2169.65,2143.65,2147.55,134840,32184000,-0.0044,-0.004,-0.0124,2005/03/11,2100.0375,2121.16676,2020.13297,2100.0375,2179.94203,0.797307926,63.96180163,1.234694309,0.667338978
2150.1,2156.8,2135.1,2138.95,117444,32444400,-0.004,-0.0085,-0.0088,2005/03/14,2101.87,2123.537859,2020.180867,2101.87,2183.559133,0.726957973,61.24527155,1.46358431,0.724470469
2138.1,2139,2113.1,2120.85,176670,34209600,-0.0085,-0.0003,-0.0092,2005/03/15,2103.01,2123.179477,2020.930492,2103.01,2185.089508,0.608675116,55.86732462,1.607705649,0.840572091
2119.75,2131,2115,2120.15,122892,34396800,-0.0003,-0.0089,-0.0031,2005/03/16,2105.375,2122.775547,2024.186925,2105.375,2186.563075,0.590992427,55.66375144,1.528419654,0.973772098
2110,2115,2095.1,2101.3,155492,33947600,-0.0089,0.0059,-0.0025,2005/03/17,2107.0975,2119.912141,2027.812435,2107.0975,2186.382565,0.46343889,50.34381089,1.562338927,1.118133569
2097.1,2116,2082.2,2113.65,206688,32110400,0.0059,-0.0084,-0.0245,2005/03/18,2109.9225,2119.077189,2034.002572,2109.9225,2185.842428,0.52454889,53.48075818,1.57247252,1.256041693
2114.95,2120.8,2088.05,2095.95,109288,32168000,-0.0084,-0.0163,-0.0353,2005/03/21,2112.5125,2115.993564,2042.435079,2112.5125,2182.589921,0.381827129,48.72941874,1.431024143,1.353678991
2086.25,2088.7,2058.1,2061.85,165710,31442000,-0.0163,-0.0194,-0.0222,2005/03/22,2112.4,2108.774422,2042.005554,2112.4,2182.794446,0.140951787,41.14530873,1.178428999,1.395341827
2053.3,2067.7,2015,2021.9,262736,30229200,-0.0194,-0.0029,0.0079,2005/03/23,2110.7525,2097.191166,2033.809856,2110.7525,2187.695144,-0.077394377,34.39198299,0.80587876,1.376060808
2022,2034.9,2005.5,2016.05,206280,27922400,-0.0029,0.0108,-0.0146,2005/03/24,2108.7725,2086.372343,2024.564754,2108.7725,2192.980246,-0.050558022,33.52426149,0.339015228,1.27654091
2021.1,2049.7,2021.1,2037.9,161364,22392000,0.0108,-0.0252,-0.0201,2005/03/28,2107.8575,2079.909364,2021.027757,2107.8575,2194.687243,0.097157048,39.64900408,-0.062764674,1.106946578
2031.75,2031.9,1976,1986.55,211824,18260800,-0.0252,0.0052,0.0235,2005/03/29,2101.6025,2067.461449,1999.999698,2101.6025,2203.205302,-0.066187631,32.15173954,-0.61175412,0.860339937
1989.9,2003.4,1974.2,1996.95,158314,14192000,0.0052,0.0182,0.032,2005/03/30,2097.32,2058.059923,1986.108578,2097.32,2208.531422,0.048742395,34.83915514,-1.125606055,0.565448192
2008.1,2038,2008.1,2033.2,131850,9474000,0.0182,0.0136,0.0077,2005/03/31,2094.425,2054.745266,1979.755939,2094.425,2209.094061,0.233036097,43.27333271,-1.491028952,0.226185094
2028,2064.9,2015.6,2060.9,309294,28469000,0.0136,-0.0059,-0.0128,2005/04/01,2090.94,2055.565897,1976.644455,2090.94,2205.235545,0.368586304,48.73395673,-1.741001277,-0.141978661
2059.95,2062.9,2042,2048.8,252654,28678000,-0.0059,-0.007,0.0021,2005/04/04,2086.155,2054.663778,1973.224455,2086.155,2199.085545,0.334610733,46.62269226,-2.013105814,-0.524659767
2049.95,2056.2,2028.25,2034.45,364076,30529400,-0.007,0.0091,0.0027,2005/04/05,2080.3125,2051.968607,1969.395072,2080.3125,2191.229928,0.293258369,44.17829851,-2.240524933,-0.904543537
2040,2058.85,2035.55,2053.05,282058,30253600,0.0091,-0.0064,-0.0155,2005/04/06,2074.9675,2052.112793,1969.75998,2074.9675,2180.17502,0.395836819,47.98499447,-2.376930695,-1.258189032
2060,2063.85,2036.05,2039.95,231632,30106600,-0.0064,-0.0091,-0.0188,2005/04/07,2069.3475,2050.491087,1969.397915,2069.3475,2169.297085,0.352938358,45.62510308,-2.523927876,-1.576293822
2042.55,2046.7,2015.1,2021.3,296644,30718200,-0.0091,-0.0097,0,2005/04/08,2062.5625,2046.598942,1969.123242,2062.5625,2156.001758,0.279201478,42.42611889,-2.560532034,-1.853823528
2015,2015,1993.2,2001.7,224968,30886600,-0.0097,0.0098,0.0087,2005/04/11,2055.27,2040.612417,1966.870643,2055.27,2143.669357,0.19700006,39.30694594,-2.409040435,-2.053522008
2000.1,2024.2,1997.5,2021.3,192582,30246600,0.0098,-0.0011,-0.0402,2005/04/12,2049.3875,2038.037428,1968.725521,2049.3875,2130.049479,0.325893808,43.75979268,-2.164848156,-2.168993353
2028,2031.8,2006.1,2019.15,221956,31043400,-0.0011,-0.0392,-0.0534,2005/04/13,2044.3025,2035.519104,1969.70753,2044.3025,2118.89747,0.331406192,43.38378796,-1.999930559,-2.225537975
2000,2000,1935.55,1940.05,401394,35245200,-0.0392,-0.0148,-0.0252,2005/04/15,2035.2975,2022.78989,1956.157134,2035.2975,2114.437866,-0.101763078,32.3653306,-1.785612009,-2.230494723
1917,1922.95,1900.65,1911.4,275868,38571200,-0.0148,-0.0106,0.0082,2005/04/18,2025.8025,2007.937905,1935.794559,2025.8025,2115.810441,-0.13551337,29.44802255,-1.689387892,-2.194526065
1919.4,1939.85,1883,1891.2,351232,37177600,-0.0106,0.0189,0.0262,2005/04/19,2014.68,1992.372851,1916.258867,2014.68,2113.101133,-0.127304301,27.5616849,-1.776794589,-2.143000472
1899,1949,1892.2,1927,457486,36268000,0.0189,0.0072,0.0124,2005/04/20,2006.2325,1983.656471,1908.161749,2006.2325,2104.303251,0.096044188,35.45310221,-1.915930614,-2.09177824
1918.9,1943,1908,1940.8,286924,34112800,0.0072,0.0052,0.0081,2005/04/21,2000.18,1977.942275,1901.645933,2000.18,2098.714067,0.198682894,38.24586135,-1.991279176,-2.032595051
1960,1964.7,1941,1950.95,302830,32093000,0.0052,0.0029,-0.0005,2005/04/22,1996.6325,1974.343305,1896.387848,1996.6325,2096.877152,0.272144952,40.29212396,-2.018734943,-1.972395375
1944,1964,1941.2,1956.6,206368,29212000,0.0029,-0.0034,-0.0138,2005/04/25,1993.66,1971.977531,1892.374465,1993.66,2094.945535,0.317051862,41.4550493,-2.111931206,-1.939383238
1964,1964,1943.5,1949.95,274338,22857000,-0.0034,-0.0105,-0.0066,2005/04/26,1989.2625,1969.040527,1888.405746,1989.2625,2090.119254,0.305107252,40.45628257,-2.201791395,-1.943488043
1929,1958.9,1922.35,1929.55,318044,17439600,-0.0105,0.0039,-0.0247,2005/04/27,1986.4125,1963.775123,1882.243215,1986.4125,2090.581785,0.22706686,37.47361135,-2.237875561,-1.969926376
1922.3,1942,1917.25,1937.05,244774,11069800,0.0039,-0.0285,-0.0153,2005/04/28,1983.4175,1960.211773,1877.20788,1983.4175,2089.62712,0.281717041,39.24699601,-2.208392748,-2.016902014
1910,1910,1877,1881.85,342570,40200400,-0.0285,0.0136,0.0113,2005/04/29,1975.85,1949.763537,1863.515913,1975.85,2088.184087,0.081605179,32.04351726,-2.452759874,-2.101721123
1892.4,1912.2,1878.65,1907.35,316990,39213200,0.0136,-0.0023,0.0127,2005/05/02,1968.1725,1944.108399,1859.200391,1968.1725,2077.144609,0.220926296,37.72948152,-2.706168884,-2.204984933
1909,1914.9,1899.05,1903.05,225468,39486800,-0.0023,0.0149,0.0243,2005/05/03,1960.885,1938.633945,1855.005261,1960.885,2066.764739,0.226883535,37.16478154,-2.648219869,-2.286350406
1901.2,1933.7,1901.2,1931.5,246380,39459600,0.0149,0.0092,0.0188,2005/05/04,1955.7375,1937.682753,1854.767872,1955.7375,2056.707128,0.379976284,43.22001271,-2.361275798,-2.327461142
1940.1,1959.65,1940,1949.2,279200,37712600,0.0092,0.0096,0.019,2005/05/05,1950.545,1939.218386,1859.982199,1950.545,2041.107801,0.492574214,46.66371829,-2.044842801,-2.330362015
1946.2,1976.9,1942,1967.9,295238,39237000,0.0096,0.0093,0.0016,2005/05/06,1946.9425,1943.042601,1865.632616,1946.9425,2028.252384,0.628874246,50.10663518,-1.816226381,-2.297505924
1977.1,1988,1969.55,1986.15,205018,40437000,0.0093,-0.0076,-0.0075,2005/05/09,1945.185,1948.790254,1869.02346,1945.185,2021.34654,0.768934952,53.27652991,-1.53388133,-2.223293694
1989.4,1989.4,1966.7,1971.1,280646,40777400,-0.0076,0.0001,0.0041,2005/05/10,1943.655,1951.764887,1870.944994,1943.655,2016.365006,0.688729184,50.43103234,-1.275266036,-2.11633708
1970,1974.9,1951.2,1971.35,327766,41288000,0.0001,0.004,0.0027,2005/05/11,1941.1575,1954.376235,1876.277239,1941.1575,2006.037761,0.732678626,50.47834808,-1.062655285,-1.989032918
1969,1985,1966,1979.15,208782,41808200,0.004,-0.0013,0.0117,2005/05/12,1939.1575,1957.679404,1882.012349,1939.1575,1996.302651,0.849920329,52.01728159,-0.831049583,-1.808842885
1971.65,1980,1962.5,1976.6,199490,42720600,-0.0013,0.0131,-0.001,2005/05/13,1940.985,1960.20215,1881.550682,1940.985,2000.419318,0.799616463,51.45432247,-0.481569991,-1.561665231
1980,2004.7,1976,2002.4,231790,43560200,0.0131,-0.0139,-0.0176,2005/05/16,1945.535,1965.82853,1882.061115,1945.535,2009.008885,0.947940124,56.57506132,-0.129462318,-1.28180328
2012,2012,1965.1,1974.65,335658,42888800,-0.0139,-0.0038,0.0018,2005/05/17,1949.7075,1967.004726,1890.223273,1949.7075,2009.191727,0.709656418,50.4151926,0.358252124,-0.979633511
1964.55,1976,1950.1,1967.2,429010,45939400,-0.0038,0.0056,0.0104,2005/05/18,1951.7175,1967.030763,1892.723566,1951.7175,2010.711434,0.631221118,48.87659402,0.682028609,-0.676647799
1982,1992.75,1975,1978.25,262668,45078800,0.0056,0.0048,0.0161,2005/05/19,1953.59,1968.526661,1893.730033,1953.59,2013.449967,0.705980736,51.25290526,1.088875258,-0.353858728
1974,1993,1964,1987.7,333706,43178800,0.0048,0.0113,0.0193,2005/05/20,1955.4275,1971.083106,1893.775132,1955.4275,2017.079868,0.761729606,53.25406433,1.391932825,-0.028768266
1988.15,2013.9,1982,2010.15,303076,37956800,0.0113,0.0079,0.0135,2005/05/23,1958.105,1976.292025,1891.991659,1958.105,2024.218341,0.893604369,57.69702998,1.512119125,0.280941196
2015.15,2028.9,2004.6,2026.1,304620,28831600,0.0079,0.0056,0.0227,2005/05/24,1961.9125,1982.933089,1889.632843,1961.9125,2034.192157,0.944021889,60.56478677,1.531125411,0.569139051
2015.6,2040.95,2015,2037.35,294428,19909000,0.0056,0.017,0.005,2005/05/25,1967.3025,1990.188677,1889.605412,1967.3025,2044.999588,0.950773007,62.49598029,1.457686694,0.823443082
2038.7,2075.45,2032,2072,274120,13667000,0.017,-0.0118,-0.0144,2005/05/26,1974.05,2001.096853,1885.370842,1974.05,2062.729158,1.052271822,67.73664658,1.597488753,1.054449609
2043.4,2070.9,2042,2047.45,350814,40622800,-0.0118,-0.0026,0.0076,2005/05/27,1982.33,2007.277273,1898.860824,1982.33,2065.799176,0.890084118,61.21035427,1.707784946,1.258588194
2046.2,2055.5,2032.6,2042.2,249008,41620800,-0.0026,0.0102,0.0093,2005/05/30,1989.0725,2011.933636,1909.211737,1989.0725,2068.933263,0.832625798,59.88164776,1.793092188,1.418014868
2039,2066.5,2036.05,2063,246516,42453000,0.0102,-0.0009,-0.0121,2005/05/31,1997.07,2018.742485,1921.340333,1997.07,2072.799667,0.935298364,63.28234394,1.946429104,1.558503812
2062.7,2076,2055.6,2061.1,251738,42413800,-0.0009,-0.0112,0.0072,2005/06/01,2003.55,2024.390154,1929.205505,2003.55,2077.894495,0.887049503,62.75901373,1.97332886,1.656776434
